doc_idxs,tokens,tags,clidxs,base_forms
ru-1025,На вопросы об этом Бэнкс орится в статье .,O O O O B_PER O O O O,O O O O B_PER-Arron-Banks O O O O,O O O O Бэнкс O O O O
ru-1025,"По информации издания , потенциальные сделки были предложены на четвертой встрече 17 ноября 2015 года .",O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
ru-1025,В тот же день организация Leave.EU мпанию .,O O O O O B_ORG O O,O O O O O B_ORG-Leave-EU O O,O O O O O Leave.EU O O
ru-1025,"Бэнкс переписывался с олигархом Симаном Поваренкиным , сообщает газета .",B_PER O O O B_PER I_PER O O O O,B_PER-Arron-Banks O O O B_PER-Siman-Povarenkin I_PER-Siman-Povarenkin O O O O,Бэнкс O O O Симан Поваренкин O O O O
ru-1025,"Он писал : "" Я побеседовал со своим партнером по банку Джим са о том , как мы могли бы помочь .",O O O O O O O O O O O B_PER O O O O O O O O O O,O O O O O O O O O O O B_PER-Jim-Mellon O O O O O O O O O O,O O O O O O O O O O O Джим O O O O O O O O O O
ru-1025,"У Джим большой интерес вызывают сырьевые товары "" .",O B_PER O O O O O O O,O B_PER-Jim-Mellon O O O O O O O,O Джим O O O O O O O
ru-1025,"Далее Бэнкс , что другой деловой партнер будет на связи , "" чтобы приступить к обсуждению "" .",O B_PER O O O O O O O O O O O O O O O O,O B_PER-Arron-Banks O O O O O O O O O O O O O O O O,O Бэнкс O O O O O O O O O O O O O O O O
ru-1025,""" Я очень решительно настроен в отношении золота и поэтому охотно бы ознакомился "" , - цитирует издание .",O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O
ru-1025,"В постскриптуме он добавил : "" Джим",O O O O O O B_PER,O O O O O O B_PER-Jim-Mellon,O O O O O O Джим
ru-1025,"Меллон сколотил свое состояние , которое оценивается в 850 млн фунтов , в начале 1990-х в России",B_PER O O O O O O O O O O O O O O O B_LOC,B_PER-Jim-Mellon O O O O O O O O O O O O O O O B_GPE-Russia,Меллон O O O O O O O O O O O O O O O Россия
ru-1025,В принадлежащей Меллон Group Бэнкс,O O B_PER O B_PER,O O B_PER-Jim-Mellon O B_PER-Arron-Banks,O O Меллон O Бэнкс
ru-1025,Меллон тоже пожертвовал кампании Leave.EU,B_PER O O O B_ORG,B_PER-Jim-Mellon O O O B_ORG-Leave-EU,Меллон O O O Leave.EU
ru-1025,фунтов .,O O,O O,O O
ru-1025,"The New York Times на прошлой неделе сообщила , что основанная Меллон пустя считанные дни после референдума",B_PRO I_PRO I_PRO I_PRO O O O O O O O B_PER O O O O B_EVT,B_PRO-The-New-York-Times I_PRO-The-New-York-Times I_PRO-The-New-York-Times I_PRO-The-New-York-Times O O O O O O O B_PER-Jim-Mellon O O O O B_EVT-Brexit-Referendum,The New York Times O O O O O O O Меллон O O O O референдум
ru-1025,""" Алросу сейчас возглавляет сын Сергея Иванова в Путина",O B_ORG O O O B_PER I_PER O B_PER,O B_ORG-Alrosa O O O B_PER-Sergei-Ivanov I_PER-Sergei-Ivanov O B_PER-Vladimir-Putin,O Алроса O O O Сергей Иванов O Путин
ru-1025,"Представители Меллон на тот момент он не был исполнительным директором компании , не участвовал в принятии инвестиционных решений и не знал о покупке .",O B_PER O O O O O O O O O O O O O O O O O O O O O O,O B_PER-Jim-Mellon O O O O O O O O O O O O O O O O O O O O O O,O Меллон O O O O O O O O O O O O O O O O O O O O O O
ru-1025,"Издание также сообщает , что , судя по документам , Бэнкс рь Leave.EU с Поваренкиным",O O O O O O O O O O B_PER O B_ORG O B_PER,O O O O O O O O O O B_PER-Arron-Banks O B_ORG-Leave-EU O B_PER-Siman-Povarenkin,O O O O O O O O O O Бэнкс O Leave.EU O Поваренкин
ru-1025,""" Продажа акций "" Алросы крупнейшим российским IPO за многие годы .",O O O O B_ORG O O O O O O O,O O O O B_ORG-Alrosa O O O O O O O,O O O O Алроса O O O O O O O
ru-1025,"Но за ним последовали другие , в том числе менее чем через месяц после победы Дональда Трампа компании "" Роснефть",O O O O O O O O O O O O O O O B_PER I_PER O O B_ORG,O O O O O O O O O O O O O O O B_PER-Donald-Trump I_PER-Donald-Trump O O B_ORG-Rosneft-Oil-Company,O O O O O O O O O O O O O O O Дональд Трамп O O Роснефть
ru-1025,Источник :,O O,O O,O O
ru-128,"Пакистанский адвокат Сайфул Малук уде христианку Асию Биби страну , опасаясь за свою жизнь .",O O B_PER I_PER O O B_PER I_PER O O O O O O O,O O B_PER-Saif-Ul-Malook I_PER-Saif-Ul-Malook O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O,O O Сайфул Малук O O Асия Биби O O O O O O O
ru-128,"Об этом сообщает Малук , мать пятерых детей , которая была в камере смертников с 2010 года .",O O O B_PER O O O O O O O O O O O O O O,O O O B_PER-Saif-Ul-Malook O O O O O O O O O O O O O O,O O O Малук O O O O O O O O O O O O O O
ru-128,"Два человека , которые пытались помочь ей , были убиты .",O O O O O O O O O O O,O O O O O O O O O O O,O O O O O O O O O O O
ru-128,В стране после оправдания женщины начались уличные протесты исламистов .,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
ru-128,"Лидеры ультра-исламистской группы "" Техрик-э-Лабаик ги в крупнейших городах Пакистана",O O O O B_ORG O O O O B_LOC,O O O O B_ORG-Tehreek-e-Labbaik-Pakistan O O O O B_GPE-Pakistan,O O O O Техрик-э-Лабаик O O O O Пакистан
ru-128,"Малук сказал Reuters WhatsApp аницу "" просто для того , чтобы спасти свою жизнь от разгневанной толпы "" .",B_PER O B_ORG B_PRO O O O O O O O O O O O O O O O,B_PER-Saif-Ul-Malook O B_ORG-Reuters B_PRO-WhatsApp O O O O O O O O O O O O O O O,Малук O Reuters WhatsApp O O O O O O O O O O O O O O O
ru-1123,"Правообладатель иллюстрации PA министра иностранных дел на фоне усиливающегося политического кризиса , связанного с выходом Британии",O O B_ORG O O O O O O O O O O O O B_LOC,O O B_ORG-Press-Association O O O O O O O O O O O O B_GPE-Great-Britain,O O PA O O O O O O O O O O O O Британия
ru-1123,Это вторая за день отставка в кабинете министров,O O O O O O B_ORG I_ORG,O O O O O O B_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom,O O O O O O кабинет министров
ru-1123,"Утром о своем уходе заявил министр по делам "" "" брексита",O O O O O O O O O O B_EVT,O O O O O O O O O O B_EVT-Brexit,O O O O O O O O O O брексит
ru-1123,Об отставке Джонсон стно за полчаса до обращения премьера Терезы Мэй ым многие остались недовольны .,O O B_PER O O O O O O B_PER I_PER O O O O O,O O B_PER-Boris-Johnson O O O O O O B_PER-Theresa-May I_PER-Theresa-May O O O O O,O O Джонсон O O O O O O Тереза Мэй O O O O O
ru-1123,"В заявлении Даунинг-стрит "" Сегодня днем премьер-министр приняла отставку Бориса Джонсона",O O B_LOC O O O O O O B_PER I_PER,O O B_LOC-Downing-Street O O O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson,O O Даунинг-стрит O O O O O O Борис Джонсон
ru-1123,Официально о преемнике будет объявлено позднее .,O O O O O O O,O O O O O O O,O O O O O O O
ru-1123,Премьер-министр благодарит Бориса,O O B_PER,O O B_PER-Boris-Johnson,O O Борис
ru-1123,По словам политического корреспондента Би-би-си неловкую и сложную для премьера ситуацию в полномасштабный кризис .,O O O O B_ORG O O O O O O O O O O,O O O O B_ORG-BBC-Ltd O O O O O O O O O O,O O O O Би-би-си O O O O O O O O O O
ru-1123,"Кунссберг отмечает , что Джонсон членов кабинета министров и из ЕС олнительным поводом для слухов о возможной смене лидера партии консеваторов",B_PER O O O B_PER O B_ORG I_ORG O O B_ORG O O O O O O O O B_ORG I_ORG,B_PER-Laura-Kuenssberg O O O B_PER-Boris-Johnson O B_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom O O B_ORG-European-Union O O O O O O O O B_ORG-Conservative-and-Unionist-Party-UK I_ORG-Conservative-and-Unionist-Party-UK,Кунссберг O O O Джонсон O кабинет министров O O ЕС O O O O O O O O партия консеваторов
